"hour","F0","F0.19","F0.38","F0.56","F0.75","F0.94","F1.12","F1.31","F1.5","F1.69","F1.88","F2.06","F2.25","F2.44","F2.62","F2.81","F3","F3.19","F3.38","F3.56","F3.75","F3.94","F4.12","F4.31","F4.5","F4.69","F4.88","F5.06","F5.25","F5.44","F5.62","F5.81","F6","F6.19","F6.38","F6.56","F6.75","F6.94","F7.12","F7.31","F7.5","F7.69","F7.88","F8.06","F8.25","F8.44","F8.62","F8.81","F9","F9.19","F9.38","F9.56","F9.75","F9.94","F10.12","F10.31","F10.5","F10.69","F10.88","F11.06","F11.25","F11.44","F11.62","F11.81","F12","F12.19","F12.38","F12.56","F12.75","F12.94","F13.12","F13.31","F13.5","F13.69","F13.88","F14.06","F14.25","F14.44","F14.62","F14.81","F15","F15.19","F15.38","F15.56","F15.75","F15.94","F16.12","F16.31","F16.5","F16.69","F16.88","F17.06","F17.25","F17.44","F17.62","F17.81","F18","F18.19","F18.38","F18.56","F18.75","F18.94","F19.12","F19.31","F19.5","F19.69","F19.88","F20.06","F20.25","F20.44","F20.62","F20.81","F21","F21.19","F21.38","F21.56","F21.75","F21.94","F22.12","F22.31","F22.5","F22.69","F22.88","F23.06","F23.25","F23.44","F23.62","F23.81"
"00",0,0,0.0204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204081632653061,0.326530612244898,0.63265306122449,0.0204081632653061,0,0.0408163265306122,0.204081632653061,0.428571428571429,0.0816326530612245,0,0,0,0,0.0204081632653061,0.0204081632653061,0.0204081632653061,0.244897959183673,0.285714285714286,0.408163265306122,0.0612244897959184,0.163265306122449,0.183673469387755,0.306122448979592,0.204081632653061,0.224489795918367,0.0408163265306122,0,0,0,0,0,0,0,0,0,0,0,0.0204081632653061,0.0408163265306122,0.0204081632653061,0.0408163265306122,0.0408163265306122,0.142857142857143,0.122448979591837,0.204081632653061,0.204081632653061,0.102040816326531,0.244897959183673,0.204081632653061,0.204081632653061,0.142857142857143,0.142857142857143,0.142857142857143,0.102040816326531,0.183673469387755,0.163265306122449,0.142857142857143,0.183673469387755,0.183673469387755,0.102040816326531,0.163265306122449,0.122448979591837,0.122448979591837,0.244897959183673,0.163265306122449,0.0612244897959184,0.306122448979592,0.163265306122449,0.0816326530612245,0.285714285714286,0.122448979591837,0.204081632653061,0.163265306122449,0.142857142857143,0.204081632653061,0.0408163265306122,0.0612244897959184,0.0816326530612245,0.0204081632653061,0.0408163265306122,0,0.0204081632653061,0.0408163265306122,0.0408163265306122,0.0408163265306122,0.0204081632653061,0.0612244897959184,0.0408163265306122,0.102040816326531,0.0204081632653061,0.0612244897959184,0.122448979591837,0.0816326530612245,0.102040816326531,0.0612244897959184,0.102040816326531,0.0408163265306122,0.102040816326531,0.0612244897959184,0.102040816326531,0.0816326530612245,0.102040816326531,0.0816326530612245,0.122448979591837,0.0816326530612245,0.102040816326531,0.0612244897959184,0.122448979591837,0
"01",0,0,0.02,0,0,0,0,0.02,0.02,0,0,0.02,0,0,0,0.04,0,0,0.02,0.1,0.24,0.62,0,0,0.12,0.2,0.16,0,0,0,0,0,0,0.02,0.06,0.3,0.18,0.32,0.08,0.08,0.16,0.3,0.26,0.18,0.04,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0,0.04,0.04,0.02,0,0.08,0.12,0.14,0.14,0.12,0.16,0.16,0.16,0.14,0.06,0.12,0.24,0.08,0.16,0.1,0.12,0.1,0.14,0.12,0.04,0.08,0.1,0.12,0.2,0.06,0.08,0.18,0.14,0.18,0.16,0.16,0.14,0.12,0.08,0.14,0.04,0.06,0.04,0.06,0.02,0.04,0.04,0.04,0.04,0.06,0.08,0.02,0.02,0.1,0.08,0.04,0.1,0.04,0.1,0.06,0.04,0.1,0.04,0.12,0,0.12,0.06,0.08,0.02,0.08,0.18,0.14,0
"02",0,0,0,0,0,0,0,0.0588235294117647,0.0392156862745098,0,0,0,0,0,0,0.0784313725490196,0,0,0,0.0980392156862745,0.215686274509804,0.588235294117647,0,0,0.0784313725490196,0.156862745098039,0.156862745098039,0,0,0,0,0,0.0392156862745098,0.0196078431372549,0.0588235294117647,0.254901960784314,0.274509803921569,0.294117647058824,0.0784313725490196,0.137254901960784,0.196078431372549,0.156862745098039,0.274509803921569,0.137254901960784,0.0196078431372549,0,0,0,0,0,0.0196078431372549,0.0196078431372549,0.0392156862745098,0,0,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,0.137254901960784,0.0980392156862745,0.137254901960784,0.0784313725490196,0.117647058823529,0.0784313725490196,0.176470588235294,0.117647058823529,0.0784313725490196,0.0784313725490196,0.156862745098039,0.0392156862745098,0.137254901960784,0.0784313725490196,0.0980392156862745,0.0980392156862745,0.0980392156862745,0.156862745098039,0.0980392156862745,0.137254901960784,0.0588235294117647,0.0980392156862745,0.176470588235294,0.156862745098039,0.0784313725490196,0.0784313725490196,0.0980392156862745,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,0.0784313725490196,0.117647058823529,0.0392156862745098,0.0980392156862745,0.0588235294117647,0.0588235294117647,0.0784313725490196,0,0.0588235294117647,0.0784313725490196,0.117647058823529,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0784313725490196,0.0392156862745098,0.0980392156862745,0.0980392156862745,0,0.0980392156862745,0.0784313725490196,0.0392156862745098,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.176470588235294,0.0196078431372549,0.0588235294117647,0.0588235294117647,0.0784313725490196,0.0588235294117647,0.0784313725490196,0.0588235294117647,0.117647058823529,0.117647058823529,0
"03",0,0,0,0,0,0,0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0,0,0,0,0.0196078431372549,0.0392156862745098,0,0,0,0.0980392156862745,0.196078431372549,0.549019607843137,0,0,0.0784313725490196,0.0588235294117647,0.0784313725490196,0,0,0,0,0,0,0,0.117647058823529,0.215686274509804,0.196078431372549,0.313725490196078,0.0784313725490196,0.137254901960784,0.235294117647059,0.176470588235294,0.215686274509804,0.117647058823529,0.0392156862745098,0,0,0,0,0,0,0.0392156862745098,0.0196078431372549,0,0.0196078431372549,0,0,0.0392156862745098,0.0980392156862745,0.0392156862745098,0,0,0.215686274509804,0.0588235294117647,0.0784313725490196,0.215686274509804,0.0392156862745098,0.0588235294117647,0.156862745098039,0.0392156862745098,0.0980392156862745,0.117647058823529,0.0980392156862745,0.0980392156862745,0.0392156862745098,0.0392156862745098,0.0784313725490196,0.0784313725490196,0.0588235294117647,0.0588235294117647,0.117647058823529,0.0980392156862745,0.0784313725490196,0.156862745098039,0.0784313725490196,0.117647058823529,0.117647058823529,0.0588235294117647,0.117647058823529,0.156862745098039,0.117647058823529,0.0392156862745098,0.137254901960784,0.0588235294117647,0.0588235294117647,0.0392156862745098,0.0784313725490196,0.0392156862745098,0.0588235294117647,0.0392156862745098,0,0.0980392156862745,0.0392156862745098,0.0784313725490196,0.0196078431372549,0.0980392156862745,0.0784313725490196,0.0588235294117647,0.0588235294117647,0.0980392156862745,0.0588235294117647,0.0196078431372549,0.0588235294117647,0.0392156862745098,0.117647058823529,0.117647058823529,0.0392156862745098,0.0980392156862745,0.0588235294117647,0.0392156862745098,0.0784313725490196,0.0392156862745098,0.0196078431372549,0.117647058823529,0.0980392156862745,0.0196078431372549,0.137254901960784,0
"04",0,0,0,0,0,0,0,0.0208333333333333,0.0416666666666667,0.0625,0,0,0,0,0.0208333333333333,0.0625,0,0,0,0.125,0.1875,0.5625,0,0,0.104166666666667,0.125,0.0208333333333333,0,0,0,0,0.0208333333333333,0,0.0208333333333333,0.0625,0.3125,0.1875,0.1875,0.0208333333333333,0.104166666666667,0.395833333333333,0.125,0.270833333333333,0.104166666666667,0,0,0,0,0,0,0.0208333333333333,0.0416666666666667,0.0208333333333333,0.0208333333333333,0,0.0208333333333333,0,0.0208333333333333,0,0.0208333333333333,0.0208333333333333,0.0416666666666667,0.0208333333333333,0.145833333333333,0.0625,0.104166666666667,0.104166666666667,0.0416666666666667,0.0625,0.125,0.0625,0.104166666666667,0.0833333333333333,0.125,0.0625,0.0208333333333333,0.104166666666667,0.0625,0.0625,0.0833333333333333,0.104166666666667,0.0416666666666667,0.0625,0.104166666666667,0.125,0.0416666666666667,0.125,0.0416666666666667,0.145833333333333,0.0625,0.104166666666667,0.0833333333333333,0.0833333333333333,0.0625,0.0208333333333333,0.0416666666666667,0.0416666666666667,0.0208333333333333,0.0416666666666667,0.0416666666666667,0.0208333333333333,0.0416666666666667,0.0208333333333333,0.0416666666666667,0.0416666666666667,0.0208333333333333,0.0625,0,0.0208333333333333,0.0208333333333333,0.0208333333333333,0.0416666666666667,0.0416666666666667,0.0208333333333333,0.0416666666666667,0.0625,0.0208333333333333,0.0833333333333333,0.0416666666666667,0.0208333333333333,0.0416666666666667,0.0208333333333333,0.0416666666666667,0,0.0416666666666667,0,0.145833333333333,0
"05",0,0,0.0208333333333333,0,0,0,0,0.0416666666666667,0,0.0208333333333333,0,0.0208333333333333,0,0,0.0208333333333333,0.0208333333333333,0,0,0,0.125,0.0625,0.3125,0,0,0.0625,0,0.0208333333333333,0,0,0,0,0,0,0.0416666666666667,0.0833333333333333,0.333333333333333,0.125,0.145833333333333,0.0833333333333333,0.1875,0.229166666666667,0.3125,0.1875,0.0625,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0,0,0.0208333333333333,0,0,0.0208333333333333,0,0,0,0,0.0208333333333333,0,0,0.0208333333333333,0,0.0208333333333333,0,0.0208333333333333,0,0.0208333333333333,0.0208333333333333,0.0416666666666667,0,0.0208333333333333,0,0,0.0208333333333333,0,0,0.0208333333333333,0.0208333333333333,0.0208333333333333,0,0,0,0,0,0,0.0208333333333333,0,0.0208333333333333,0.0208333333333333,0,0,0.0208333333333333,0,0.0208333333333333,0,0,0.0208333333333333,0.0208333333333333,0,0.0208333333333333,0.0208333333333333,0,0,0,0,0,0,0,0,0.0208333333333333,0
"06",0,0,0,0,0,0,0,0,0.0444444444444444,0,0,0,0,0,0,0.0222222222222222,0,0,0,0.177777777777778,0,0,0,0,0,0.0222222222222222,0.0222222222222222,0,0,0,0,0,0,0,0.0222222222222222,0.0222222222222222,0,0.0222222222222222,0.133333333333333,0.133333333333333,0.288888888888889,0.155555555555556,0.155555555555556,0.133333333333333,0.0222222222222222,0,0,0,0,0,0,0.0222222222222222,0.0222222222222222,0,0,0,0,0,0,0,0.0222222222222222,0,0,0.0222222222222222,0.0666666666666667,0.0222222222222222,0.0888888888888889,0.0222222222222222,0,0.0444444444444444,0.0444444444444444,0.0444444444444444,0.0888888888888889,0.0888888888888889,0.133333333333333,0.0666666666666667,0,0.0444444444444444,0.0444444444444444,0.111111111111111,0.0666666666666667,0.0444444444444444,0.133333333333333,0.0666666666666667,0.111111111111111,0.0222222222222222,0.0888888888888889,0.111111111111111,0.133333333333333,0.0444444444444444,0.0444444444444444,0.155555555555556,0.111111111111111,0.111111111111111,0.111111111111111,0.133333333333333,0.0888888888888889,0.111111111111111,0.0666666666666667,0.0888888888888889,0.0666666666666667,0.133333333333333,0.177777777777778,0.0888888888888889,0.0888888888888889,0.0888888888888889,0.133333333333333,0.133333333333333,0.155555555555556,0.0666666666666667,0.0666666666666667,0.177777777777778,0.0666666666666667,0.155555555555556,0.111111111111111,0.133333333333333,0.0888888888888889,0.133333333333333,0.155555555555556,0.0444444444444444,0.111111111111111,0.0222222222222222,0.155555555555556,0.0888888888888889,0.0888888888888889,0.111111111111111,0.0888888888888889,0
"07",0,0,0,0,0,0,0,0.0434782608695652,0.0434782608695652,0,0,0,0,0,0.0217391304347826,0.0434782608695652,0,0,0,0.152173913043478,0,0,0,0,0.0434782608695652,0,0.0434782608695652,0,0,0,0,0,0,0.0217391304347826,0,0,0,0.0434782608695652,0.0434782608695652,0.0652173913043478,0.152173913043478,0.217391304347826,0.173913043478261,0.130434782608696,0.108695652173913,0,0,0,0,0.0217391304347826,0,0.0217391304347826,0.0217391304347826,0,0.0217391304347826,0,0.0217391304347826,0,0,0,0,0.0217391304347826,0,0.0217391304347826,0.0434782608695652,0.0217391304347826,0.0217391304347826,0.0217391304347826,0.0434782608695652,0.0869565217391304,0,0.152173913043478,0.0869565217391304,0.0652173913043478,0.0434782608695652,0.0217391304347826,0.0652173913043478,0.108695652173913,0.108695652173913,0.0652173913043478,0.0869565217391304,0.0434782608695652,0.108695652173913,0.130434782608696,0.0869565217391304,0.0434782608695652,0.0869565217391304,0.0652173913043478,0.130434782608696,0.0652173913043478,0.0869565217391304,0.152173913043478,0.0652173913043478,0,0.0652173913043478,0.152173913043478,0.0869565217391304,0.0217391304347826,0.0869565217391304,0.108695652173913,0.108695652173913,0.0869565217391304,0.0652173913043478,0.130434782608696,0.0217391304347826,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0652173913043478,0.0217391304347826,0.152173913043478,0.0869565217391304,0.130434782608696,0.0652173913043478,0.0652173913043478,0.152173913043478,0.0869565217391304,0.0652173913043478,0.0217391304347826,0.0869565217391304,0.108695652173913,0.0869565217391304,0.108695652173913,0.0652173913043478,0.0869565217391304,0.108695652173913,0.0434782608695652,0
"08",0,0,0,0.0192307692307692,0,0,0,0.0384615384615385,0,0,0.0192307692307692,0,0,0,0,0.0384615384615385,0,0,0.0192307692307692,0.0576923076923077,0,0,0,0,0.0192307692307692,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0.0192307692307692,0.0769230769230769,0.0576923076923077,0.173076923076923,0.173076923076923,0.211538461538462,0.153846153846154,0.0769230769230769,0,0.0192307692307692,0,0,0.0192307692307692,0,0.0192307692307692,0,0,0.0192307692307692,0,0,0.0192307692307692,0,0.0192307692307692,0,0.0192307692307692,0,0.0192307692307692,0,0,0,0.0576923076923077,0.0192307692307692,0.0192307692307692,0.0192307692307692,0.0384615384615385,0.0192307692307692,0,0.0769230769230769,0.0384615384615385,0.0192307692307692,0.0576923076923077,0.0384615384615385,0.0576923076923077,0.0384615384615385,0.0769230769230769,0,0.0961538461538462,0.0192307692307692,0.0384615384615385,0.0384615384615385,0.0192307692307692,0.0192307692307692,0.0576923076923077,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0961538461538462,0.0576923076923077,0,0.0192307692307692,0.0384615384615385,0.0384615384615385,0.115384615384615,0.0961538461538462,0.0384615384615385,0.0576923076923077,0.0576923076923077,0.0769230769230769,0.0384615384615385,0.0384615384615385,0.0576923076923077,0.0769230769230769,0.0961538461538462,0,0.134615384615385,0,0.0769230769230769,0.0576923076923077,0.0576923076923077,0.0192307692307692,0.0192307692307692,0.0576923076923077,0.0192307692307692,0,0.0384615384615385,0.0576923076923077,0.0192307692307692,0.0384615384615385,0
"09",0,0,0,0,0,0.0178571428571429,0,0.0178571428571429,0.0178571428571429,0,0,0.0178571428571429,0,0,0,0.0357142857142857,0,0,0,0.0535714285714286,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0.0714285714285714,0.0714285714285714,0.125,0.178571428571429,0.0714285714285714,0.160714285714286,0.125,0,0.0178571428571429,0,0,0.0535714285714286,0.0178571428571429,0,0.0178571428571429,0.0178571428571429,0.0178571428571429,0,0,0,0,0,0,0.0178571428571429,0,0,0,0.0178571428571429,0,0.0178571428571429,0,0,0,0,0.0178571428571429,0,0,0.0178571428571429,0,0,0,0.0178571428571429,0,0.0178571428571429,0.0178571428571429,0.0178571428571429,0,0.0357142857142857,0,0.0535714285714286,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0357142857142857,0,0.0178571428571429,0.0535714285714286,0.0535714285714286,0,0.0178571428571429,0.0178571428571429,0.0535714285714286,0.0714285714285714,0,0.0357142857142857,0.0535714285714286,0.0178571428571429,0.0178571428571429,0.0178571428571429,0,0,0.0178571428571429,0.0357142857142857,0.0357142857142857,0,0.0357142857142857,0,0.0357142857142857,0,0,0.0178571428571429,0.0178571428571429,0,0,0.0178571428571429,0.0357142857142857,0,0.0357142857142857,0
